,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
1993-05-04,43.61,56.78,77.59,131.05,,5200.0,76.695,1784.7,30.66,3003.5,14.01,324.18,2863.66,88.8613,,118.51,,70.177,2944.2,65.34375,698.99,52.5,153.94,93.39,44.56,430.7,609.0,115.36,135.809,,,648.104,24523.0,,655.75,160.83,346.04,,,,11.93,26.59,577.05,9.185,363.5625,,,8669.375,
1993-05-05,43.94,56.96,77.51,131.1,,5250.0,76.548,1782.4,30.76,2993.75,14.09,331.71,2876.87,88.8613,,119.48,,69.851,2920.2,65.265625,698.6,52.48,153.94,93.22,44.68,420.65,599.18,114.236,134.774,,,622.09,24446.0,,652.3125,163.13,348.61,,,,12.05,26.83,577.7,9.235,366.1875,,,8691.6875,
1993-05-06,44.01,56.7,77.77,132.48,,5256.0,76.832,1774.6,30.78,3010.0,14.09,339.02,2854.84,88.8613,,118.87,,69.912,2906.6,65.3828125,704.1,52.2,156.3,89.33,44.83,428.87,611.07,114.911,135.356,,,608.105,24182.0,,659.1875,168.79,355.49,,,,12.08,27.1,576.98,9.363,369.25,,,8743.75,
1993-05-07,44.35,56.71,78.84,131.56,,5217.0,76.851,1732.2,30.73,2993.75,14.11,337.18,2837.22,88.8705,,118.97,,69.973,2923.4,65.3671875,702.33,52.34,156.51,88.64,45.04,428.87,618.31,114.574,134.774,,,604.748,24540.0,,659.1875,167.75,352.74,,,,12.07,27.37,574.58,9.17,372.625,,,8721.4375,
1993-05-10,43.85,56.68,79.1,128.25,,5111.0,76.861,1729.9,30.73,2958.0,14.04,336.96,2849.56,88.8705,,119.88,,70.238,2965.1,65.421875,701.94,52.29,157.37,89.45,45.25,461.55,621.41,115.323,131.088,,,582.371,24893.0,,652.3125,166.7,348.34,,,,11.96,27.19,576.2,9.16,371.125,,,8743.75,
1993-05-11,43.9,56.78,79.17,129.14,,5083.0,76.607,1705.6,30.58,2977.5,14.02,333.93,2849.56,88.8705,,119.93,,70.564,2967.2,65.421875,702.14,52.24,154.37,90.99,44.83,469.32,623.48,115.585,131.67,,,603.349,24669.0,,654.5625,166.07,350.35,,,,12.25,27.19,577.96,9.145,371.75,,,8736.3125,
1993-05-12,43.88,56.99,78.99,128.42,,5038.0,76.519,1730.4,30.37,3026.3125,13.95,333.28,2879.52,88.8613,,120.64,,70.279,3003.8,65.359375,710.98,52.46,153.72,94.02,44.21,482.57,607.97,114.836,132.834,,,619.573,24112.0,,667.1875,169.21,353.56,,,,12.28,27.03,577.18,9.4,369.25,,,8855.375,
1993-05-13,44.0,56.96,78.03,127.44,,5055.0,76.714,1730.4,29.74,2987.25,13.69,335.55,2897.14,88.7971,,120.05,,70.421,2985.0,65.1796875,725.72,52.23,150.03,95.11,43.32,475.26,601.25,115.21,133.481,,,635.237,24088.0,,660.3125,170.68,359.34,,,,12.66,27.0,570.61,9.588,368.0625,,,8728.875,
1993-05-14,43.93,56.77,78.44,128.99,,5055.0,76.607,1701.0,29.29,2974.25,13.57,336.69,2884.8,88.7786,,118.96,,70.401,2985.0,65.0703125,723.75,52.07,147.43,91.05,42.98,478.68,611.59,114.611,134.386,,,632.72,24041.0,,651.1875,167.54,354.11,,,,12.96,27.09,571.33,9.551,370.375,,,8825.625,
1993-05-17,43.84,56.74,78.32,128.55,,4954.0,76.47,1687.6,29.33,2954.75,13.57,328.67,2881.28,88.7511,,118.16,,70.38,2996.5,64.8359375,723.16,52.18,147.87,90.81,43.36,471.83,618.82,115.023,134.451,,,647.265,24176.0,,629.4375,165.58,353.47,,,,12.75,26.98,572.11,9.464,368.6875,,,8751.1875,
1993-05-18,43.13,56.56,79.21,128.53,,4932.0,76.978,1699.1,29.08,2980.75,13.48,334.42,2859.25,88.742,,117.83,,69.851,2983.9,64.765625,738.88,52.26,149.6,91.91,43.14,484.17,654.5,113.712,133.74,,,657.055,23677.0,,634.0,167.68,358.61,,,,12.14,27.17,572.04,9.898,372.0625,,,8840.5,
1993-05-19,43.17,56.44,78.18,129.24,,5005.0,77.193,1688.1,28.79,2941.75,13.42,330.73,2844.27,88.7695,,116.33,,69.79,2946.3,64.890625,735.35,52.53,148.73,92.36,43.33,474.8,659.15,113.599,134.774,,,647.545,24123.0,,615.75,165.37,353.84,,,,11.75,27.06,582.76,9.716,369.25,,,8840.5,
1993-05-20,43.45,,78.99,130.65,,5016.0,77.086,,29.38,2967.75,13.6,330.84,,88.7695,,,,69.709,2946.3,64.921875,736.33,52.51,149.17,94.37,44.01,486.45,657.08,113.637,137.878,,,649.912,23836.0,,614.625,164.95,358.15,,,,11.85,27.19,586.01,9.695,371.125,,,8862.8125,
1993-05-21,43.44,56.3,79.06,129.51,,4954.0,77.164,,,2967.75,13.59,330.24,2851.32,88.742,,116.63,,69.851,2938.0,64.7578125,742.62,52.42,148.52,94.02,43.65,502.45,676.21,113.712,136.585,,,626.532,24264.0,,627.1875,165.16,360.81,,,,12.15,27.36,579.39,10.022,373.875,,,8862.8125,
1993-05-24,43.41,56.18,79.36,128.85,,4949.0,77.477,1717.5,,2954.75,13.51,332.3,2838.98,88.7052,,117.26,,69.892,2959.9,64.6875,735.35,52.46,147.87,93.34,43.22,512.27,635.37,113.3,136.585,,,594.569,24047.0,,622.625,164.95,354.02,,,,11.41,27.23,582.5,9.738,372.625,,,8736.3125,
1993-05-25,43.74,56.52,79.36,129.42,,4915.0,77.535,1736.8,,2922.25,13.63,327.16,2864.54,88.7145,,118.41,,70.159,2970.3,64.6640625,744.19,52.5,147.22,94.13,43.51,508.16,656.56,113.3,137.232,,,616.766,24212.0,,618.0625,165.3,358.52,,,,11.58,27.23,583.67,9.937,373.5625,,,8594.9375,
1993-05-26,43.74,56.36,79.91,129.84,,4954.0,77.34,1737.8,29.36,2938.5,13.62,327.43,2868.06,88.7236,,118.56,,70.056,2978.7,64.7578125,737.51,52.78,146.35,93.97,43.53,510.67,671.56,112.85,136.456,,,617.357,24675.0,,634.0,167.26,356.59,,,,10.93,27.34,590.11,9.765,376.8125,,,8602.375,
1993-05-27,43.28,56.6,79.43,130.8,,4971.0,77.281,1752.6,29.61,2919.0,13.7,328.29,2888.33,88.6686,,118.71,,69.974,2987.1,64.703125,749.5,52.73,147.87,90.93,43.75,521.18,649.84,112.775,134.386,,,622.685,24487.0,,620.3125,173.34,366.13,,,,10.39,27.22,586.92,10.059,374.5,,,8587.5,
1993-05-28,42.89,56.39,78.99,130.99,,4993.0,76.744,1729.4,29.56,2919.0,13.71,326.99,2869.82,88.6686,,117.6,,70.036,2971.4,64.640625,743.4,52.19,148.95,91.28,43.99,529.18,657.08,112.888,133.093,,,633.635,24405.0,,628.3125,172.78,366.68,,,,10.57,27.19,585.1,9.892,374.1875,,,8580.0625,
1993-06-01,42.47,56.22,77.62,129.95,,4904.0,76.783,1722.0,29.88,2854.0,13.8,326.4,2871.59,88.7145,,116.77,,70.446,2988.1,64.921875,725.81,52.37,148.52,91.91,44.51,505.42,633.3,112.962,132.252,,,644.881,24206.0,,606.625,171.44,359.62,,,,10.56,26.45,589.85,9.427,362.1875,,,8416.375,
1993-06-02,42.44,56.34,76.7,129.32,,4898.0,76.832,1727.6,29.57,2850.75,13.67,329.92,2878.63,88.7145,,117.07,,69.974,2999.6,64.9609375,724.83,52.61,149.38,93.05,44.24,510.67,636.92,112.4,133.351,,,623.868,24311.0,,619.1875,168.85,351.91,,,,10.48,26.49,589.39,9.348,362.0625,,,8468.4375,
1993-06-03,42.45,56.31,76.74,129.49,,4865.0,76.685,1723.8,29.14,2847.5,13.5,329.76,2883.04,88.7328,,117.03,,70.302,2981.8,65.109375,735.39,52.65,148.52,96.36,43.74,501.08,629.68,113.112,132.575,,,625.644,24687.0,,621.4375,172.78,360.08,,,,10.28,26.62,588.09,9.541,362.8125,,,8490.75,
1993-06-04,42.24,56.14,76.4,126.44,,4776.0,76.333,1715.5,29.19,2850.75,13.5,326.83,2890.09,88.641,,117.0,,71.513,2955.7,64.71875,739.89,52.54,147.43,93.1,43.7,504.73,608.49,114.611,131.67,,,624.46,24517.0,,630.625,173.2,358.15,,,,10.77,26.56,585.75,9.513,361.75,,,8490.75,
1993-06-07,42.04,56.17,76.66,127.61,,4742.0,76.235,1748.5,28.85,2886.5,13.41,328.89,2942.08,88.6686,,118.1,,71.615,2976.6,64.8125,734.41,52.64,145.48,93.44,43.25,493.08,602.28,115.03,133.74,,,602.56,24458.0,,636.3125,173.69,354.3,,,,10.76,26.76,581.92,9.449,364.0625,,,8535.4375,
1993-06-08,41.95,56.32,76.81,127.53,,4748.0,76.138,1748.9,29.01,2863.75,13.47,322.28,2938.55,88.6686,,118.22,,71.369,2977.7,64.734375,734.22,52.64,146.78,93.39,43.36,502.45,604.35,114.382,133.74,,,629.195,24033.0,,627.1875,174.04,354.66,,,,10.94,26.69,579.39,9.412,363.0,,,8475.875,
1993-06-09,42.34,56.43,77.03,127.28,,4736.0,76.216,1772.1,28.99,2850.75,13.46,317.73,2967.63,88.6686,,119.72,,72.005,2997.5,64.8125,729.13,52.96,145.48,94.99,43.48,496.73,603.32,114.84,133.222,,,642.513,24056.0,,621.4375,174.74,356.5,,,,10.72,26.76,580.29,9.299,365.5625,,,8498.1875,
1993-06-10,42.35,,76.48,128.22,,4848.0,76.45,1768.4,28.46,2828.0,13.24,318.38,,88.6686,,119.51,,72.108,2989.2,64.8046875,725.22,53.07,145.48,93.91,42.92,494.91,610.55,114.992,132.252,,,633.635,24050.0,,613.4375,176.43,354.66,,,,10.93,26.59,580.36,9.224,363.75,,,8438.6875,
1993-06-11,42.56,56.58,75.63,127.83,,4736.0,76.441,1779.6,28.02,2795.5,13.02,316.75,2972.92,88.7328,,119.55,,72.6,2993.3,65.1640625,718.38,53.08,,94.54,42.79,484.4,590.91,115.754,130.765,,,644.585,24033.0,,610.0625,175.52,353.2,,,,10.87,26.58,582.83,8.974,362.0625,,,8446.125,
1993-06-14,42.19,56.73,75.52,128.18,,4748.0,76.264,1774.9,27.89,2789.0,12.93,320.28,2971.15,88.7512,,120.85,,72.436,3024.7,65.203125,716.62,53.19,145.48,94.54,42.34,477.77,607.45,115.221,132.575,,,651.096,23841.0,,599.75,174.53,348.06,,,,10.71,26.42,582.05,9.027,359.4375,,,8505.625,
1993-06-15,42.35,56.69,74.56,127.36,,4764.0,76.392,1758.2,27.43,2766.25,12.7,321.52,2972.88,88.788,,120.52,,71.779,3004.8,65.265625,724.83,53.02,145.04,94.37,41.98,490.79,633.82,113.811,132.446,,,636.89,23422.0,,586.0625,176.64,349.16,,,,10.61,26.38,580.75,9.177,358.375,,,8364.25,
1993-06-16,42.38,56.65,75.08,126.22,,4791.0,76.46,1781.4,27.81,2776.0,12.84,319.46,2976.35,88.788,,120.83,,71.759,3016.2,65.2890625,726.2,53.21,144.82,95.04,42.34,509.76,612.1,113.62,131.088,,,649.024,23323.0,,599.75,178.95,351.73,,,,10.34,26.21,582.57,9.273,360.375,,,8289.8125,
1993-06-17,42.22,56.61,77.59,127.22,,4898.0,76.617,1759.1,27.61,2795.5,12.76,319.46,2952.11,88.788,,120.27,,71.677,3006.4,65.3515625,727.57,53.45,145.48,95.28,41.94,523.47,637.95,113.62,133.998,,,663.23,23270.0,,606.625,179.52,349.9,,,,10.31,26.82,583.61,9.288,369.75,,,8260.0625,
1993-06-18,42.52,56.89,79.17,125.65,,4978.0,76.774,1767.0,27.56,2811.75,12.77,315.89,2955.57,88.7512,,120.46,,71.697,3017.3,65.21875,728.16,53.61,144.15,96.07,42.14,525.52,635.37,113.925,135.162,,,667.374,22892.0,,606.625,179.66,348.15,,,,9.88,26.93,579.0,9.177,372.1875,,,8289.8125,
1993-06-21,42.96,56.89,81.69,125.01,,5005.0,76.843,1791.2,27.49,2834.5,12.73,315.29,2985.0,88.7512,,121.75,,71.307,3040.1,65.3125,725.42,53.89,144.38,96.47,41.94,526.44,624.35,113.468,136.001,,,649.616,22589.0,,612.3125,179.3,347.24,,,,9.5,27.64,580.62,9.17,381.5625,,,8334.5,
1993-06-22,42.73,56.82,81.35,124.13,,5027.0,76.549,1792.6,27.19,2841.0,12.69,316.11,2979.81,88.7604,,122.7,,71.0,3032.8,65.3203125,722.68,53.83,143.71,95.62,41.88,551.57,634.37,111.906,134.883,,,622.633,22903.0,,604.3125,178.25,344.85,,,,9.64,27.54,580.04,9.117,378.5,,,8431.25,
1993-06-23,42.19,56.76,81.72,123.76,,4994.0,76.392,1797.7,27.19,2857.25,12.71,314.25,2969.42,88.7236,,122.59,,71.205,3025.6,65.2890625,734.02,53.99,143.27,95.73,42.03,536.49,639.37,112.592,137.049,,,599.668,22845.0,,608.875,178.25,349.16,,,,9.82,28.01,575.11,9.406,384.1875,,,8602.375,
1993-06-24,41.79,56.93,82.31,123.47,,4951.0,76.215,1813.0,,2860.5,12.71,311.89,2969.42,88.742,,122.29,,71.615,3023.0,65.421875,735.19,54.15,144.38,96.02,41.94,543.8,631.86,112.325,137.119,,,619.762,23148.0,,611.1875,180.22,350.81,,,,9.88,27.91,581.79,9.4,384.8125,,,8542.875,
1993-06-25,41.91,56.89,81.8,124.26,,4925.0,76.333,1818.6,,2847.5,12.69,312.82,2987.6,88.7696,,122.73,,72.19,3017.3,65.5390625,739.1,54.07,144.38,96.02,42.2,542.66,619.35,113.62,135.302,,,619.188,23020.0,,607.75,181.76,353.75,,,,9.81,27.64,582.5,9.609,381.125,,,8416.375,
1993-06-28,41.86,57.12,81.61,125.67,,4833.0,76.342,1848.3,27.28,2844.3125,12.74,314.03,3001.45,88.7972,,123.75,,72.087,3028.7,65.6875,735.19,54.41,144.38,95.9,42.28,530.78,625.35,114.497,134.883,,,630.67,23270.0,,607.75,184.29,352.92,,,,9.84,27.6,587.44,9.52,381.125,,,8357.9375,
1993-06-29,41.89,57.17,83.81,127.27,,4828.0,76.352,1837.6,27.44,2838.0,12.84,311.29,2988.47,88.8155,,122.81,,71.902,3013.6,65.765625,741.84,54.29,144.82,97.49,42.43,549.81,606.83,113.887,133.066,,,623.207,22723.0,,615.625,189.13,354.94,,,,9.5,28.11,585.88,9.762,389.5625,,,8306.875,
1993-06-30,41.74,57.22,87.3,125.36,,4844.0,76.333,1832.5,27.21,2894.9375,12.73,312.28,2980.68,88.8155,,123.28,,72.087,3026.6,65.7265625,741.25,54.49,145.7,98.17,42.34,548.7,614.34,114.382,133.345,,,626.077,23002.0,,634.75,192.85,355.85,,,,9.87,28.83,585.29,9.745,401.5,,,8387.125,
1993-07-01,41.94,56.96,88.69,127.54,,5037.0,75.901,1816.3,26.63,2986.5625,12.47,307.62,2975.48,88.8431,,123.37,,71.513,3013.1,65.765625,758.85,54.38,143.93,98.85,,548.26,623.35,113.963,136.7,,,608.854,23346.0,,648.25,196.78,363.18,,,,9.77,28.82,583.09,10.193,404.375,,,8591.5625,
1993-07-02,42.06,56.83,87.63,126.8,,5247.0,75.96,1802.8,25.91,3015.0,12.17,308.44,2972.88,88.8799,,122.85,,71.718,2966.4,65.9296875,755.91,54.45,141.28,99.58,,559.98,647.89,114.992,137.958,,,603.974,23078.0,,651.625,194.74,360.43,,,,10.05,29.2,579.13,10.389,407.9375,,,8832.4375,
1993-07-05,,56.79,,,,,,1795.3,,,12.31,,2970.29,,,122.44,,,2944.6,,,54.53,141.72,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-06,42.56,56.96,91.29,126.51,,5279.0,76.264,1810.7,26.4,3150.875,12.41,315.13,2989.33,88.8339,,123.29,,70.754,2958.1,65.765625,768.43,54.68,143.05,99.13,42.76,559.98,717.48,114.154,137.329,,,615.456,23142.0,,685.4375,194.25,374.72,,,,10.16,30.62,573.48,10.888,426.3125,,,9131.6875,
1993-07-07,42.64,56.95,91.55,125.5,,5225.0,76.215,1816.7,26.01,3131.9375,12.3,313.92,3047.34,88.8431,,124.41,,71.061,2958.6,65.75,777.61,54.61,142.61,100.61,42.23,554.23,698.45,114.192,136.35,,,619.475,23043.0,,671.875,193.69,377.2,,,,10.07,31.33,575.5,10.895,435.0625,,,8920.0,
1993-07-08,42.89,57.24,90.67,125.82,,5166.0,76.45,1853.4,25.68,3068.75,12.05,314.47,3152.09,88.8615,,126.17,,71.943,2956.1,65.8359375,773.31,54.65,141.06,101.74,41.56,555.78,704.46,114.725,135.512,,,610.289,23113.0,,653.875,190.88,375.0,,,,9.97,31.27,581.99,10.788,431.25,,,8868.9375,
1993-07-09,42.74,57.37,90.82,124.57,,5263.0,76.578,1850.2,25.82,3052.9375,12.11,324.72,3143.43,88.8707,,126.25,,71.492,2945.7,65.921875,766.86,54.73,140.17,99.76,42.12,543.61,702.96,113.544,134.044,,,618.04,23422.0,,657.25,191.94,371.97,,,,9.69,31.3,582.96,10.682,436.125,,,8722.9375,
1993-07-12,42.66,57.42,89.57,124.28,,5118.0,76.588,1867.4,26.13,2983.375,12.28,328.84,3157.28,88.8707,,126.4,,71.923,2947.8,65.9453125,771.94,54.92,141.94,97.82,42.32,549.81,696.45,112.439,134.324,,,598.52,23340.0,,650.5,192.99,376.83,,,,9.2,31.37,583.22,10.803,428.4375,,,8635.3125,
1993-07-13,42.44,57.37,89.53,125.9,,5128.0,76.431,1857.2,26.17,2973.9375,12.31,326.81,3153.82,88.8431,,126.4,,71.574,2951.9,65.8671875,771.16,54.8,143.72,96.63,42.17,556.67,737.01,112.211,133.485,,,597.371,23660.0,,641.5,191.23,373.44,,,,9.17,31.09,582.5,10.761,426.9375,,,8474.75,
1993-07-14,42.49,57.5,89.94,126.32,,5445.0,76.313,,25.24,2999.1875,11.91,323.9,3172.0,88.8707,,126.22,,71.349,2946.7,66.0078125,765.1,55.27,141.06,97.21,41.09,555.78,713.48,111.563,132.646,,,583.879,23672.0,,649.375,191.31,371.33,,,,9.32,31.76,584.32,10.538,433.5,,,8576.9375,
1993-07-15,42.69,57.38,89.09,125.29,,5306.0,76.411,1833.9,25.5,2973.9375,12.01,320.89,3159.88,88.8707,,126.1,,70.959,2946.7,65.984375,769.99,55.32,139.06,95.56,41.46,541.62,724.99,110.191,131.668,,,583.018,23608.0,,644.875,193.69,375.09,,,,9.06,32.19,583.67,10.767,434.0,,,8569.625,
1993-07-16,42.63,57.49,90.85,125.07,,5193.0,76.666,1844.1,24.84,3049.75,11.76,323.52,3188.45,88.8799,,126.56,,70.425,2954.0,66.0,768.03,55.22,139.28,96.87,40.74,521.71,713.48,110.458,131.668,,,593.352,23847.0,,647.125,193.69,373.26,,,,9.26,32.83,580.04,10.778,444.0625,,,8701.0,
1993-07-19,42.45,57.46,90.41,126.1,,5306.0,76.617,1855.3,25.55,3071.875,12.3,327.36,3217.02,88.8799,,127.34,,70.2,2961.2,65.984375,767.06,55.18,139.06,96.63,42.12,514.85,728.5,111.182,133.904,,,581.009,23521.0,,647.125,194.32,373.81,,,,9.43,33.71,579.78,10.761,450.25,,,8876.1875,
1993-07-20,42.5,57.37,90.45,127.31,,5247.0,76.588,1836.7,24.67,3056.0625,12.05,333.66,3184.99,88.8524,,125.21,,70.692,2930.1,65.7890625,766.67,55.18,140.17,96.35,41.49,514.19,723.99,111.906,131.458,,,583.593,23451.0,,642.625,194.32,373.44,,,,9.25,33.3,581.4,10.754,446.375,,,8985.6875,
1993-07-21,42.49,57.23,89.61,127.54,,5263.0,76.666,1820.4,,3040.3125,12.13,337.77,3174.6,88.8339,,124.3,,70.446,2923.9,65.5625,761.39,54.91,139.73,95.56,41.85,526.8,717.98,110.534,132.445,,,601.39,23480.0,,641.5,192.99,369.14,,,,9.14,32.88,580.88,10.548,440.875,,,9073.3125,
1993-07-22,42.35,57.41,90.19,127.31,,5112.0,76.578,1840.4,,3065.5625,12.01,334.76,3188.45,88.788,,125.6,,70.774,2934.3,65.3125,764.91,54.95,140.83,95.95,41.47,525.47,730.0,111.982,133.713,,,598.186,23439.0,,651.625,193.41,371.52,,,,9.08,33.41,578.48,10.654,447.1875,,,9102.5,
1993-07-23,42.61,57.42,89.83,126.78,,5155.0,76.578,1870.2,,3084.5,12.04,334.76,3195.37,88.7972,,125.3,,70.774,2940.5,65.2734375,762.37,54.86,141.72,97.21,41.86,525.25,725.49,112.401,135.826,,,602.264,22979.0,,666.25,193.27,372.07,,,,9.07,33.37,580.69,10.58,445.9375,,,9168.1875,
1993-07-26,42.61,57.46,87.08,126.41,,5086.0,76.558,1863.7,,3078.1875,12.21,329.93,3245.59,88.8155,,126.67,,71.246,2965.4,65.3515625,768.43,54.94,142.16,97.15,42.02,517.73,715.48,113.811,134.206,,,618.573,23136.0,,662.875,193.76,374.26,,,,8.65,33.17,582.76,10.835,435.6875,,,9241.1875,
1993-07-27,42.47,57.42,86.67,125.31,,4989.0,76.313,1854.4,,3090.875,12.44,327.9,3217.88,88.8155,,126.87,,71.677,3002.7,65.3203125,764.71,54.8,142.61,98.63,43.07,504.45,728.5,114.116,135.403,,,614.495,23293.0,,664.0,194.6,374.08,,,,8.63,32.68,581.01,10.803,430.75,,,9387.1875,
1993-07-28,42.47,57.25,84.71,125.94,,4989.0,76.323,1845.1,24.41,3049.75,12.33,329.93,3194.51,88.8339,,127.05,,71.882,3002.7,65.40625,768.99,55.03,143.5,99.19,42.83,498.26,735.51,114.763,134.558,,,623.232,23189.0,,650.5,196.78,377.38,,,,8.7,32.29,581.4,10.984,422.625,,,9219.3125,
1993-07-29,42.78,57.47,84.96,124.77,,5043.0,76.166,1898.2,24.27,3021.3125,12.18,332.02,3188.45,88.8984,,128.12,,71.759,3035.9,65.703125,777.54,55.32,143.72,99.48,42.39,508.43,742.01,115.183,138.221,,,635.173,23981.0,,644.875,198.95,380.04,,,,8.78,32.46,584.45,11.09,423.875,,,9007.625,
1993-07-30,43.33,57.42,84.96,124.9,,5037.0,76.244,1950.8,23.94,2980.25,12.08,326.92,3191.91,88.8891,,128.25,,72.169,3054.6,65.6328125,795.22,55.65,141.28,100.21,41.66,519.94,766.55,115.602,137.94,,,646.53,23876.0,,632.5,201.48,383.7,,,,8.84,32.07,581.4,11.489,420.5,,,8876.1875,
1993-08-02,43.42,57.55,88.35,126.8,,5145.0,75.901,1973.8,24.06,3033.9375,12.11,317.43,3163.34,88.8615,,127.33,,71.902,3063.4,65.515625,793.08,55.62,140.39,99.31,41.66,535.65,775.06,115.03,139.912,,,645.366,23957.0,,640.375,201.76,387.55,,,,9.03,32.78,583.48,11.596,432.125,,,8985.6875,
1993-08-03,43.32,57.81,88.97,126.54,,5182.0,75.979,1961.8,23.9,3049.75,12.02,311.02,3215.29,88.8707,,129.53,,71.738,3071.2,65.5625,788.03,56.03,139.95,97.99,41.66,523.92,793.58,114.916,141.462,,,637.502,23852.0,,653.875,202.67,389.01,,,,9.57,32.48,582.63,11.441,432.4375,,,9095.1875,
1993-08-04,43.28,57.87,87.51,126.38,,5064.0,76.117,1953.5,23.84,3046.625,12.02,313.98,3224.81,88.8707,,128.68,,72.395,3062.9,65.5078125,779.68,56.02,141.28,98.96,41.6,505.78,782.07,115.487,139.912,,,640.706,24050.0,,644.875,202.11,384.34,,,,9.5,32.36,582.96,11.186,426.625,,,9066.0,
1993-08-05,42.64,57.88,86.24,126.07,,4994.0,75.832,1965.5,23.53,3024.5,11.89,308.71,3249.91,88.8799,,128.84,,72.846,3066.0,65.578125,736.14,56.16,141.5,98.17,41.1,521.04,789.08,115.564,138.503,,,647.987,23847.0,,622.375,193.69,361.44,,,,9.46,31.49,582.24,10.162,415.875,,,8949.1875,
1993-08-06,42.74,58.05,87.33,126.19,,5000.0,75.911,1991.3,23.13,3046.625,11.83,306.79,3266.36,88.8984,,129.26,,73.318,3097.7,65.671875,734.59,56.57,138.84,97.26,40.55,518.39,760.54,116.783,139.208,,,641.58,23794.0,,634.75,191.38,354.94,,,,9.49,31.28,582.37,9.725999999999999,416.0625,,,9022.1875,
1993-08-09,42.72,57.96,86.56,125.73,,4850.0,75.881,1988.6,23.5,2989.75,12.0,308.33,3246.45,88.9167,,129.63,,73.154,3111.7,65.78125,748.0,56.57,140.17,94.88,41.21,516.18,768.55,116.02,135.263,,,633.717,23986.0,,624.625,195.8,363.91,,,,9.1,30.73,584.78,10.038,409.0,,,9058.6875,
1993-08-10,43.13,58.1,86.42,123.5,,4855.0,75.822,1990.4,23.46,3018.1875,11.94,310.52,3242.99,88.9075,,130.37,,73.154,3095.1,65.71875,743.33,56.86,139.06,94.6,41.05,520.16,750.53,115.334,136.249,,,645.948,23975.0,,629.125,197.9,362.63,,,,9.3,30.82,585.03,10.113,410.25,,,9073.3125,
1993-08-11,42.87,58.17,87.11,124.08,,4919.0,75.145,2012.5,23.94,3043.4375,12.2,305.04,3288.87,88.9075,,131.8,,72.928,3132.4,65.7421875,732.26,57.3,140.16,94.99,42.33,511.75,701.96,114.953,136.671,,,656.141,24476.0,,643.75,196.71,358.42,,,,9.16,31.28,584.78,9.938,417.4375,,,9153.625,
1993-08-12,42.41,58.16,84.34,123.72,,4882.0,74.635,2007.0,24.35,3005.5,12.28,295.66,3319.17,88.9167,,132.85,,72.969,3133.5,65.75,716.71,57.05,142.59,95.85,43.3,514.41,696.95,114.724,139.489,,,668.664,24400.0,,635.875,194.25,354.94,,,,8.67,30.37,583.54,9.684,400.5625,,,8905.4375,
1993-08-13,42.5,58.2,84.6,123.33,,4973.0,74.507,1993.6,24.29,3018.1875,12.29,300.71,3336.49,88.9536,,132.38,,72.641,3134.5,65.921875,720.4,57.49,143.25,95.16,44.0,515.73,691.95,113.428,141.18,,,668.373,24050.0,,635.875,193.69,354.11,,,,8.85,30.44,584.13,9.815,401.6875,,,8963.8125,
1993-08-16,42.72,58.01,83.58,125.78,,5151.0,74.498,,23.92,2989.75,12.2,300.6,3313.11,88.9536,,133.05,,72.374,3126.2,66.03125,727.79,57.36,142.59,95.85,43.35,513.74,714.98,113.58,142.167,,,686.429,24610.0,,631.375,195.24,357.14,,,,8.69,30.43,587.05,10.092,399.5,,,9087.875,
