,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
2017-07-05,75.82,156.05,34.83,131.62,111.387,1984.0,77.632,5000.5,43.64,455.875,44.6,69.07,12432.62,98.1133,1013.26,490.27,2436.24,150.49,7054.8,116.5625,1253.11,121.7,437.58,275.93,147.81,136.53,146.0,111.449,76.861,5.104,1763.18,3.048,19929.0,72.48,335.125,830.75,926.07,2.925,45.014,0.8877800000000001,14.9,335.96,2436.67,16.303,1051.1875,100.285,3003.69,665.75,3347.47
2017-07-06,75.72,154.67,34.47,132.01,111.332,1963.0,77.702,4974.0,44.01,454.125,44.9,69.53,12349.74,98.1133,1000.34,488.92,2416.68,153.03,7029.2,116.4921875,1254.75,121.06,441.29,276.09,148.15,134.03,144.99,112.823,76.381,5.1031,1741.34,3.099,19761.0,72.41,321.9375,828.56,927.6,2.976,45.413,0.8912100000000001,15.11,339.86,2417.0,16.392,1055.4375,100.29,2980.63,640.8125,3327.22
2017-07-07,75.9,154.66,34.42,131.09,111.382,1907.0,78.185,4967.2,42.77,456.4375,43.59,69.81,12349.74,98.1282,1003.04,488.88,2430.72,153.453,7035.9,116.4296875,1240.8,121.25,423.24,274.58,144.78,131.05,144.77,112.651,76.59,5.1616,1758.65,3.074,19889.0,72.42,331.625,827.62,921.28,2.95,44.116,0.8959600000000001,15.36,349.05,2431.25,15.82,1071.75,100.29,2975.83,636.0625,3329.15
2017-07-10,75.94,155.1,35.29,131.12,111.387,1873.0,78.185,4987.0,42.93,467.5,43.75,67.77,12417.64,98.1332,1012.06,490.94,2432.73,153.082,7064.5,116.5625,1244.39,121.59,428.68,274.64,145.32,132.12,144.43,111.719,76.381,5.1908,1753.82,3.143,19914.0,72.45,340.125,833.69,919.04,3.017,44.291,0.8957600000000001,14.72,356.96,2433.26,16.029,1097.1875,100.29,2992.16,653.875,3346.5
2017-07-11,76.25,154.86,35.42,130.76,111.357,1851.0,77.989,4962.9,43.55,467.25,44.35,68.2,12401.16,98.1432,1020.88,489.93,2432.73,155.807,7016.1,116.6171875,1245.93,121.52,428.92,277.18,147.59,127.37,142.52,112.75,76.945,5.2031,1756.84,3.27,19979.0,72.05,342.4375,843.15,915.78,3.136,44.939,0.90395,14.59,357.49,2433.16,16.148,1102.0,100.29,2967.19,657.4375,3330.12
2017-07-12,76.7,155.56,35.12,131.13,111.417,1855.0,79.156,5042.6,43.99,448.3125,44.55,68.18,12612.37,98.1481,1041.21,495.3,2448.28,160.569,7110.8,116.8125,1250.45,121.71,432.38,278.42,147.33,126.2,143.31,115.694,77.299,5.2512,1767.91,3.204,19994.0,72.35,330.75,857.79,936.47,3.074,45.388,0.8964700000000001,14.65,354.64,2448.81,16.294,1092.9375,100.29,3020.98,638.4375,3386.02
2017-07-13,77.19,155.3,34.65,131.71,111.402,1907.0,79.126,5054.6,44.56,430.0,45.19,66.59,12605.88,98.1481,1045.42,497.8,2453.8,161.918,7104.6,116.765625,1248.6,121.4,438.32,276.09,149.13,126.34,147.35,115.252,77.446,5.2673,1770.22,3.178,19969.0,72.92,323.375,851.02,924.34,3.048,45.962,0.8916700000000001,15.35,335.54,2454.33,16.093,1044.4375,100.29,3024.82,608.375,3392.77
2017-07-14,78.11,155.29,34.83,133.16,111.392,1951.0,79.583,5054.6,45.0,437.5625,45.64,67.23,12593.39,98.1531,1058.24,499.67,2464.34,163.24,7055.8,116.9140625,1259.06,121.18,442.77,279.15,151.46,124.33,150.16,115.62,77.32,5.3239,1775.66,3.198,19894.0,73.08,336.625,853.01,941.05,3.069,46.435,0.8866100000000001,15.53,341.66,2464.87,16.341,1058.9375,100.285,3022.9,607.1875,3388.91
2017-07-17,77.88,155.43,34.59,132.85,111.417,1946.0,79.347,5049.8,44.5,436.125,45.19,68.62,12569.43,98.1531,1052.73,500.1,2466.85,163.399,7102.6,116.953125,1265.42,121.59,443.51,282.57,149.91,124.14,149.99,114.786,78.167,5.3154,1779.08,3.241,19889.0,72.89,334.8125,861.77,947.98,3.11,45.914,0.8898,15.3,339.65,2467.38,16.511,1054.625,100.285,3026.74,601.5625,3386.02
2017-07-18,79.1,155.74,34.75,132.76,111.442,1947.0,79.785,4995.2,44.87,438.4375,45.58,68.92,12408.15,98.1531,1056.64,496.84,2466.09,160.41,7081.4,117.0859375,1273.83,122.25,441.28,283.25,151.0,124.14,151.51,112.946,77.901,5.3447,1773.24,3.314,19830.0,73.23,342.1875,860.62,947.98,3.182,46.286,0.8965200000000001,15.31,341.45,2466.58,16.684,1059.4375,100.29,2992.16,598.875,3348.43
2017-07-19,79.43,156.04,35.06,132.53,111.457,1981.0,79.961,5037.3,45.56,444.8125,46.38,68.82,12415.14,98.1432,1064.95,502.78,2479.89,163.478,7110.8,117.0703125,1273.93,122.55,450.93,281.17,155.1,122.96,152.52,115.105,79.909,5.3362,1791.26,3.29,19865.0,73.25,343.625,855.4,941.76,3.156,47.007,0.8931300000000001,15.74,344.72,2480.22,16.714,1070.4375,100.29,3011.37,598.0,3361.92
2017-07-20,79.49,156.05,35.59,131.99,111.452,1993.0,80.001,5019.9,45.24,454.75,46.01,69.61,12404.66,98.1332,1063.95,504.76,2479.64,161.124,7176.6,117.078125,1277.52,122.32,458.34,281.74,154.32,123.26,151.62,113.731,78.482,5.3334,1789.65,3.266,19939.0,73.81,346.875,843.9,950.94,3.136,46.609,0.9064700000000001,15.65,348.83,2480.02,16.763,1084.875,100.295,3007.53,601.25,3363.85
2017-07-21,79.07,156.58,35.41,132.32,111.462,2005.0,80.328,4941.2,,441.625,44.85,69.2,12207.43,98.1332,1062.75,500.84,2477.88,161.838,7142.3,117.1953125,1287.17,122.72,447.71,282.42,151.48,127.76,153.36,114.271,78.482,5.3069,1784.82,3.187,19835.0,74.24,346.875,840.66,955.21,3.058,45.467,0.90844,15.64,347.99,2478.22,16.878,1080.3125,100.29,2979.67,593.5625,3320.48
2017-07-24,79.14,156.64,35.21,132.61,111.496,2005.0,80.544,4951.8,45.81,438.75,45.35,69.06,12173.48,98.1282,1066.05,500.31,2476.88,157.077,7049.5,117.09375,1286.55,122.63,446.48,283.87,151.65,131.78,148.87,111.768,77.78,5.2833,1787.53,3.111,19805.0,74.0,338.625,845.34,950.02,2.976,46.038,0.9036400000000001,15.64,343.98,2477.21,16.864,1068.0,100.295,2966.23,581.0625,3316.62
2017-07-25,79.28,155.73,35.1,132.61,111.481,1962.0,80.474,4984.1,47.34,428.8125,46.85,69.61,12246.88,98.1233,1064.15,503.21,2482.4,155.04,7130.2,116.8046875,1284.29,121.89,456.61,295.28,156.81,129.97,146.68,111.081,78.82,5.2635,1804.24,3.16,19909.0,73.86,330.75,853.21,949.51,3.027,47.578,0.9041500000000001,15.09,335.96,2482.93,16.965,1050.875,100.295,2988.32,563.5,3346.5
2017-07-26,79.63,155.91,35.34,133.19,111.511,1948.0,80.66,5012.1,48.19,433.5,47.57,69.08,12276.84,98.1432,1072.57,506.16,2481.65,154.987,7138.9,117.1328125,1281.53,122.11,465.02,297.92,159.49,131.34,151.39,112.185,79.352,5.3069,1787.13,3.141,19850.0,74.55,338.375,859.13,940.24,3.012,48.422,0.9042500000000001,15.45,337.54,2482.13,16.88,1058.625,100.295,2992.16,568.0,3356.14
2017-07-27,79.58,156.34,35.47,132.97,111.536,2051.0,80.172,5008.3,48.47,435.25,48.05,70.56,12171.48,98.1432,1066.05,508.72,2480.39,156.416,7130.2,117.0390625,1292.4,122.45,469.96,298.5,160.28,134.97,152.68,112.185,79.594,5.2824,1782.0,3.198,19875.0,74.61,342.1875,873.07,944.01,3.064,48.72,0.9041500000000001,15.67,340.18,2480.73,16.997,1065.0625,100.29,2983.52,570.375,3355.18
2017-07-28,79.83,156.1,36.26,133.73,111.551,2099.0,80.971,4953.7,49.14,435.25,49.01,70.28,12122.05,98.1481,1066.15,504.13,2478.64,154.537,7053.8,117.09375,1301.01,122.26,479.6,298.24,163.93,133.54,154.82,110.811,78.772,5.2711,1773.44,3.17,19800.0,74.92,340.4375,876.3,954.4,3.038,49.366,0.9049100000000001,15.6,338.81,2479.12,17.122,1071.5,100.295,2946.05,571.875,3331.08
2017-07-31,79.88,156.07,36.37,134.21,111.546,2099.0,80.836,4916.0,49.59,431.1875,49.48,70.56,12092.59,98.1481,1066.35,504.03,2476.38,154.67,7064.5,117.0859375,1299.17,122.13,483.56,299.95,166.57,128.99,156.39,109.928,77.707,5.2579,1771.13,3.012,19770.0,74.78,333.375,881.53,958.58,2.888,49.837,0.9069300000000001,16.19,336.08,2476.81,17.216,1064.5625,100.295,2946.05,564.125,3322.41
2017-08-01,79.59,156.89,35.49,134.35,111.591,2061.0,80.378,4949.8,48.59,421.5625,48.6,71.23,12233.9,98.1481,1071.36,506.01,2480.64,157.844,7110.8,117.2265625,1305.31,122.38,478.37,298.86,163.97,129.43,154.82,110.713,77.224,5.2446,1775.36,3.039,19845.0,74.43,328.6875,889.5,967.54,2.914,48.819,0.9038,16.16,325.18,2481.13,17.193,1027.0625,100.295,2963.34,548.375,3347.47
2017-08-02,79.59,156.95,35.79,134.53,111.586,2094.0,80.157,4930.5,49.02,424.5,49.14,71.81,12149.52,98.1481,1071.66,504.08,2481.9,158.981,7096.8,117.140625,1304.29,122.06,484.55,299.22,165.72,131.19,157.63,112.406,79.304,5.2522,1762.47,3.03,19904.0,74.05,339.5,888.3,971.93,2.903,49.266,0.9069800000000001,16.06,326.13,2482.33,17.161,1033.9375,100.29,2950.86,547.75,3328.19
2017-08-03,79.33,157.37,34.98,133.56,111.576,2100.0,79.981,4954.7,48.46,422.75,48.82,71.61,12132.04,98.1531,1066.76,505.09,2480.14,159.405,7172.2,117.2734375,1300.2,122.94,487.51,298.55,163.73,130.61,157.46,113.093,79.328,5.2418,1757.44,3.018,19800.0,74.08,334.5625,877.15,982.93,2.893,48.695,0.91395,15.54,323.09,2480.53,17.056,1016.125,100.29,2956.62,544.1875,3337.83
2017-08-04,79.15,157.21,35.2,132.54,111.571,2031.0,79.563,5027.1,49.01,426.25,49.2,71.05,12274.34,98.1531,1071.06,509.39,2480.39,158.664,7206.0,117.1328125,1290.17,122.82,483.06,299.27,164.7,132.56,157.4,113.314,80.538,5.2399000000000004,1761.67,2.99,19875.0,73.83,332.8125,870.98,987.42,2.867,49.241,0.9129400000000001,15.35,319.94,2480.93,16.668,1014.25,100.295,2986.4,540.625,3378.31
2017-08-07,79.03,157.37,35.08,132.5,111.576,2067.0,79.382,5027.1,48.82,432.9375,49.15,71.28,12226.41,98.1531,1078.88,511.56,2485.91,154.749,7223.4,117.203125,1290.27,123.12,473.18,301.56,163.82,131.39,159.54,110.359,80.707,5.2258,1762.67,3.019,19884.0,73.27,321.625,881.33,990.06,2.893,49.068,0.9154700000000001,15.06,324.76,2486.25,16.667,1026.75,100.29,2981.6,551.0625,3374.45
2017-08-08,79.03,157.21,35.38,132.05,111.546,2056.0,79.468,5041.6,48.6,430.0,48.94,71.97,12269.35,98.1481,1078.68,512.82,2481.15,154.511,7235.0,117.1171875,1288.13,122.97,478.12,305.24,162.76,128.89,160.32,109.838,80.828,5.2503,1758.15,3.042,19775.0,72.97,320.75,894.47,993.02,2.914,48.844,0.91527,14.96,324.35,2481.63,16.808,1029.9375,100.29,2989.28,543.3125,3385.06
2017-08-09,78.74,157.95,35.72,132.2,111.591,2040.0,79.231,4969.2,48.99,432.9375,49.46,71.88,12130.04,98.1481,1068.76,508.43,2481.4,149.749,7193.0,117.28125,1305.21,123.53,476.88,303.63,165.17,130.75,160.21,107.306,81.409,5.2182,1745.57,3.108,19597.0,73.01,317.25,887.95,994.65,2.981,49.217,0.9142600000000001,14.81,323.09,2481.83,17.295,1028.875,100.295,2969.11,546.3125,3340.72
2017-08-10,78.81,158.15,35.3,131.95,111.611,2004.0,79.141,4939.2,48.03,415.5,48.71,69.32,11981.75,98.1531,1042.01,505.24,2445.78,149.379,7121.0,117.3515625,1316.15,123.78,481.09,301.14,162.97,132.81,155.55,105.866,81.723,5.2399000000000004,1717.49,3.218,19200.0,72.59,311.9375,893.13,1004.64,3.084,48.273,0.9171400000000001,14.38,309.99,2446.3,17.502,994.8125,100.295,2935.49,523.6875,3302.16
2017-08-11,78.87,158.57,35.13,132.29,111.661,2027.0,79.352,4887.1,48.26,419.5625,48.9,69.3,11989.24,98.1531,1044.82,498.82,2448.28,150.014,7042.7,117.578125,1320.24,123.96,477.13,302.07,163.3,133.35,157.57,106.66,81.917,5.2654,1720.81,3.216,19245.0,72.93,309.625,890.79,1008.51,3.084,48.496,0.9189600000000001,14.33,313.87,2448.81,17.507,999.3125,100.295,2904.75,522.1875,3276.14
2017-08-14,78.49,158.24,34.91,131.84,111.661,1959.0,79.141,4946.0,47.04,421.875,47.61,68.55,12160.0,98.1456,1055.54,502.78,2471.86,150.569,7100.7,117.4296875,1316.46,123.81,478.12,301.3,160.41,133.3,153.81,105.866,82.573,5.2814,1741.24,3.19,19433.0,72.69,306.6875,894.23,993.43,3.058,47.28,0.9189,14.66,313.03,2472.3,17.56,993.5,100.295,2936.45,524.3125,3329.15
2017-08-15,78.09,157.9,34.17,130.75,111.636,1900.0,78.874,4964.3,47.0,413.125,47.68,67.73,12155.51,98.1407,1056.24,504.32,2472.11,153.797,7124.9,117.203125,1305.51,123.72,466.25,299.07,159.8,136.48,148.25,108.299,84.185,5.2711,1731.58,3.164,19562.0,72.1,302.875,888.15,985.79,3.033,47.23,0.92259,14.26,309.99,2472.5,17.142,981.75,100.29,2936.45,510.625,3336.86
2017-08-16,79.08,157.81,34.32,130.97,111.641,1874.0,79.453,4999.1,46.24,409.9375,47.18,67.6,12239.39,98.1432,1067.66,507.56,2475.88,150.517,7169.8,117.3828125,1308.79,123.53,465.02,306.38,157.28,138.79,147.07,107.579,82.096,5.3098,1735.7,3.115,19547.0,72.75,304.9375,906.22,993.02,2.9859999999999998,46.46,0.92376,14.05,308.73,2476.31,17.374,981.75,100.295,2956.62,498.4375,3358.07
2017-08-17,78.96,158.0,34.7,130.85,111.626,1904.0,79.528,4970.1,46.55,407.625,47.9,67.5,12182.47,98.1481,1053.53,505.48,2437.75,148.638,7140.3,117.46875,1318.61,123.64,459.58,304.77,158.04,141.19,144.26,105.493,79.888,5.2852,1705.41,3.157,19319.0,72.67,302.875,922.1,1000.36,3.027,46.783,0.9221900000000001,14.43,310.3,2438.17,17.489,990.8125,100.295,2942.21,492.1875,3336.86
2017-08-18,79.24,158.39,35.11,130.87,111.646,1913.0,80.011,4938.7,47.95,409.375,49.48,67.84,12152.01,98.1506,1062.35,501.76,2434.99,148.665,7073.6,117.46875,1317.79,123.86,466.99,304.93,161.88,137.46,143.81,105.17,78.933,5.3032,1701.99,3.119,19290.0,72.87,298.75,923.05,1001.07,2.991,48.174,0.9235000000000001,14.56,311.46,2435.46,17.435,998.5625,100.29,2921.08,494.5625,3322.41
2017-08-21,79.26,158.47,35.31,131.1,111.666,1928.0,80.071,4912.6,46.82,405.875,48.49,68.77,12035.17,98.1556,1066.35,499.05,2436.24,147.924,7062.5,117.5390625,1322.9,123.98,465.76,309.18,156.96,132.66,142.12,105.121,77.202,5.3201,1701.79,3.193,19166.0,72.95,285.875,934.9,1004.23,3.058,47.06,0.92588,14.68,309.99,2436.67,17.45,993.1875,100.29,2904.75,486.8125,3296.38
2017-08-22,79.0,158.47,35.58,130.37,111.681,1921.0,80.096,4956.6,47.12,402.375,48.68,68.94,12204.94,98.1481,1077.67,504.03,2461.08,150.331,7129.7,117.375,1317.07,123.78,468.48,309.85,158.96,129.23,140.97,106.983,76.247,5.3211,1717.39,3.168,19319.0,72.52,280.3125,928.28,999.95,3.038,47.357,0.9263800000000001,14.67,309.46,2461.56,17.417,994.5625,100.295,2936.45,478.25,3330.12
2017-08-23,78.99,158.87,36.27,130.12,111.705,1906.0,80.202,4940.7,47.69,397.75,49.34,69.66,12162.5,98.1531,1082.88,501.66,2449.79,149.855,7131.1,117.5546875,1320.86,124.13,473.67,309.18,162.28,132.12,140.54,105.444,75.859,5.3126,1713.46,3.156,19190.0,72.01,280.0,928.92,999.54,3.027,47.926,0.9334100000000001,14.84,307.37,2450.22,17.482,995.875,100.295,2919.16,479.4375,3313.73
2017-08-24,78.97,158.77,36.34,130.08,111.705,1931.0,80.333,4938.7,46.73,397.75,48.84,70.23,12163.99,98.1481,1086.29,501.37,2449.04,149.829,7166.4,117.421875,1318.1,124.07,477.13,314.73,161.94,135.65,139.66,106.089,76.128,5.3117,1711.75,3.179,19250.0,71.89,280.625,932.06,1001.27,3.048,46.961,0.9323500000000001,15.22,311.87,2449.51,17.397,1002.5625,100.295,2927.8,486.25,3320.48
2017-08-25,79.29,158.79,36.16,130.85,111.695,1969.0,80.599,4930.0,47.16,393.9375,49.19,68.66,12156.01,98.1481,1092.3,499.83,2450.79,149.591,7158.7,117.5,1324.13,124.13,474.66,314.68,162.07,132.66,143.48,106.188,75.292,5.3409,1719.3,3.118,19285.0,72.14,282.9375,926.98,997.71,2.9859999999999998,47.406,0.9326500000000001,15.23,310.62,2451.22,17.485,1000.125,100.29,2923.0,486.8125,3315.66
2017-08-28,79.65,158.97,36.14,131.47,111.73,2035.0,80.539,4906.8,45.88,390.75,48.7,70.39,12115.56,98.1481,1088.69,497.31,2452.05,150.702,7158.7,117.5859375,1341.83,124.13,478.86,317.74,163.36,130.07,143.43,107.628,73.561,5.2805,1718.69,3.157,19304.0,72.33,279.6875,930.12,1008.1,3.022,46.119,0.9361400000000001,15.54,309.67,2452.43,17.887,996.125,100.295,2902.83,475.5625,3298.31
2017-08-29,79.5,159.43,35.81,131.3,111.735,1996.0,80.308,4860.5,45.75,388.25,48.93,70.62,11926.83,98.1481,1086.89,492.72,2455.31,147.757,7086.7,117.71875,1345.41,124.74,479.11,319.64,166.38,128.2,140.48,105.369,71.89,5.2692,1717.28,3.18,19309.0,72.3,273.875,941.44,1022.57,3.047,45.995,0.9381600000000001,15.01,309.05,2455.84,17.874,991.9375,100.29,2881.7,477.5,3264.57
2017-08-30,78.96,159.15,35.86,131.32,111.74,1960.0,79.744,4883.7,45.28,384.625,48.05,71.53,11989.74,98.1531,1087.69,495.53,2464.09,148.506,7117.6,117.6328125,1340.4,124.34,489.99,317.84,167.21,127.13,139.99,105.394,73.233,5.3032,1726.64,3.134,19399.0,71.76,270.25,928.82,1014.11,3.001,45.5,0.9301200000000001,15.1,306.96,2464.57,17.861,987.6875,100.295,2899.95,477.5,3280.96
2017-08-31,79.42,159.09,36.24,131.39,111.74,1962.0,80.509,4912.2,46.53,398.25,50.07,71.54,12049.16,98.1556,1088.09,498.52,2478.39,147.293,7182.8,117.703125,1348.68,124.34,499.13,319.02,175.58,130.8,141.25,104.674,73.293,5.2805,1741.54,3.241,19508.0,71.52,263.3125,930.02,1017.48,3.103,46.763,0.9303800000000001,15.64,308.94,2478.92,17.934,1000.375,100.295,2923.96,482.75,3300.24
2017-09-01,79.62,158.88,36.88,131.61,111.745,1984.0,81.203,4948.4,46.59,395.5,49.96,72.61,12125.55,98.1556,1097.11,500.6,2482.65,147.448,7193.5,117.5703125,1356.97,124.03,505.07,321.03,,133.43,140.92,104.426,73.352,5.2881,1747.88,3.273,19528.0,71.39,262.5,974.76,1028.18,3.134,46.837,0.9260300000000001,14.93,307.9,2483.03,18.18,1004.875,100.295,2940.29,487.5,3319.51
2017-09-04,,159.05,,,111.77,,,4930.0,,,49.57,,12089.1,,1097.11,498.81,,,7161.6,,,124.12,498.89,,,,,,,,,,,,,,,,,,,,,,,100.29,2922.04,,3306.98
2017-09-05,79.9,159.52,36.64,132.48,111.785,1983.0,81.288,4912.6,47.94,399.125,50.56,75.32,12100.08,98.1606,1082.88,497.89,2468.1,146.75,7122.0,118.0234375,1371.29,124.54,511.25,322.06,175.7,141.74,139.61,103.706,76.098,5.2588,1728.56,3.169,19189.0,72.23,256.9375,954.71,1028.18,3.032,48.174,0.9238600000000001,15.23,317.59,2468.48,18.308,1025.0,100.29,2917.24,492.1875,3297.35
2017-09-06,79.88,159.45,36.75,132.46,111.755,1953.0,82.254,4928.1,48.43,401.875,51.34,75.32,12200.94,98.1581,1090.2,498.96,2473.87,148.042,7101.7,117.8203125,1365.76,124.63,516.44,324.48,176.85,137.64,139.66,103.979,75.859,5.2965,1730.17,3.199,19299.0,71.66,259.6875,929.67,1026.24,3.063,48.669,0.9234,15.52,318.43,2474.3,18.276,1027.625,100.29,2923.96,495.25,3310.84
2017-09-07,80.23,160.05,36.63,132.89,111.825,1942.0,82.817,4940.7,48.36,395.5,51.61,75.09,12287.82,98.1631,1097.61,501.28,2474.87,150.366,7147.1,118.046875,1377.32,125.14,520.15,323.66,179.53,143.06,141.03,105.493,73.352,5.3305,1724.13,3.178,19239.0,71.9,259.6875,946.58,1036.12,3.042,48.619,0.9275500000000001,15.23,316.97,2475.21,18.486,1025.25,100.295,2932.61,485.8125,3324.33
2017-09-08,80.55,159.83,36.11,134.06,111.82,1969.0,82.837,4940.2,46.77,397.1875,50.94,75.65,12284.33,98.1755,1090.8,501.32,2470.86,152.768,7131.1,118.0390625,1378.14,124.74,521.63,313.16,177.48,150.54,142.67,106.586,74.188,5.3249,1729.16,3.081,19114.0,72.46,257.75,929.02,1031.54,2.95,47.01,0.9210800000000001,15.3,315.09,2471.39,18.494,1018.125,100.295,2937.41,486.375,3322.41
2017-09-11,80.24,159.65,36.31,133.8,111.82,1970.0,83.059,4999.6,47.36,398.0,50.99,73.77,12448.6,98.1631,1106.02,506.35,2495.95,153.362,7158.7,117.75,1362.28,124.28,514.41,315.68,175.16,148.05,143.98,106.461,73.501,5.3352,1749.59,3.145,19508.0,72.21,260.25,929.42,1017.78,3.012,47.604,0.9178400000000001,15.52,313.01,2496.38,18.268,1016.0,100.3,2966.23,483.0625,3365.78
2017-09-12,80.14,158.77,36.37,135.02,111.76,1988.0,82.606,5032.4,47.51,391.3125,51.4,70.77,12506.02,98.1531,1104.22,508.82,2504.47,152.871,7158.7,117.546875,1359.22,123.18,515.66,312.59,174.95,153.62,147.47,105.543,70.965,5.3117,1761.87,3.2,19677.0,72.68,260.25,941.14,1005.25,3.063,47.753,0.9100600000000001,15.22,309.15,2504.82,18.256,1005.9375,100.295,2982.56,491.125,3385.06
2017-09-13,79.68,158.62,36.26,134.02,111.745,2027.0,82.47,5041.6,48.57,391.3125,52.24,70.04,12542.0,98.1506,1098.03,510.94,2504.98,153.517,7139.7,117.4140625,1354.51,123.16,523.87,306.93,177.76,152.15,150.53,106.809,71.114,5.3107,1759.55,3.26,19702.0,72.01,264.1875,931.46,1001.89,3.124,48.817,0.9094000000000001,15.56,314.78,2505.32,18.232,1016.5,100.295,2990.28,492.5,3399.57
2017-09-14,79.8,158.46,36.26,136.05,111.745,2010.0,82.526,5048.4,49.15,394.375,52.54,69.84,12530.5,98.1506,1101.72,511.47,2504.47,153.724,7054.2,117.3359375,1355.74,122.37,528.6,304.51,178.66,147.41,150.31,106.188,70.458,5.3371,1758.35,3.273,19677.0,71.9,264.4375,912.11,999.54,3.134,49.411,0.8986900000000001,15.49,322.49,2504.92,18.153,1032.9375,100.295,2993.18,492.1875,3400.54
2017-09-15,79.94,158.1,35.98,137.82,111.7,2047.0,82.591,5048.9,49.15,394.9375,52.68,70.19,12505.02,98.1506,1108.31,509.54,2507.49,155.196,6965.8,117.25,1351.54,121.29,532.33,303.63,180.8,146.29,154.4,107.008,72.785,5.3437,1765.49,3.224,19791.0,72.6,262.1875,919.54,990.27,3.088,49.411,0.88909,15.8,320.93,2507.83,18.063,1025.25,100.295,2976.76,498.875,3386.02
2017-09-18,79.48,157.85,35.6,136.99,111.69,2012.0,81.741,5053.3,49.17,391.3125,52.55,70.47,12546.49,98.1307,1111.21,511.52,2513.01,155.79,7009.0,117.1484375,1336.81,121.56,522.63,305.69,178.87,147.95,153.26,106.834,71.621,5.3112,1773.44,3.354,19926.0,72.32,266.375,928.22,979.37,3.211,49.313,0.89539,15.54,321.97,2513.35,17.507,1024.1875,100.295,2987.38,492.75,3401.51
2017-09-19,80.06,158.0,35.94,137.33,111.68,2002.0,81.983,5060.5,48.75,387.6875,52.23,70.04,12544.0,98.1307,1114.1,510.89,2515.02,156.59,7026.1,117.1015625,1336.61,121.29,526.11,305.74,178.17,148.73,147.8,107.231,71.771,5.3112,1772.94,3.329,20090.0,72.9,266.9375,902.14,969.28,3.185,48.873,0.8965000000000001,14.94,317.8,2515.36,17.632,1021.8125,100.3,2991.25,492.1875,3402.47
2017-09-20,80.08,158.23,36.1,136.92,111.685,2036.0,81.435,5064.9,49.52,389.625,53.32,70.1,12548.99,98.1058,1108.71,510.94,2515.52,159.07,7018.3,116.859375,1342.54,121.23,534.57,305.69,181.63,151.23,149.11,110.186,70.01,5.2968,1778.17,3.299,20224.0,73.2,273.625,907.97,963.37,3.16,49.656,0.8911600000000001,15.28,319.16,2515.86,17.688,1026.5625,100.295,2987.38,499.6875,3396.67
2017-09-21,79.25,158.05,35.5,137.82,111.671,2059.0,81.5,5089.6,49.38,389.9375,53.45,69.1,12591.47,98.0958,1108.81,510.75,2511.25,158.243,7021.2,116.828125,1320.14,120.83,538.8,302.14,182.46,148.83,147.42,109.341,68.428,5.2806,1774.55,3.141,20204.0,72.88,277.75,909.37,957.76,3.007,49.509,0.8882300000000001,15.26,321.97,2511.55,17.366,1027.375,100.295,3003.8,502.75,3416.02
2017-09-22,79.59,158.03,35.39,137.36,111.661,2020.0,81.555,5103.1,49.49,393.5625,53.85,69.15,12579.48,98.1058,1102.52,510.27,2509.75,158.476,7058.6,116.90625,1322.9,120.92,539.05,303.17,182.56,143.5,146.82,110.806,66.488,5.3246,1779.88,3.155,20145.0,72.96,275.5625,917.65,949.81,3.022,49.607,0.8920600000000001,15.18,328.22,2510.04,17.331,1041.625,100.295,3002.83,499.4375,3414.09
